Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
75,3.0,0.0,0.0,326.0,15.0,22.0,1994.0,0.0,15.425769396180522,0.0,0.0,473.46491503715515,,,,,,,,,,,,,,,,,,,,,6.0933390571030595,5.9970004919492395,15.33668198717651,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,360.0,16.0,34.0,2028.0,0.0,37.51882037446682,0.0,0.0,476.9262652397156,,,,,,,,,,,,,,,,,,,,,18.00395827029503,11.69725446964081,36.98061003273223,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,388.0,17.0,28.0,2056.0,0.0,39.41946566883983,0.0,0.0,479.74976778030396,,,,,,,,,,,,,,,,,,,,,21.103015263918845,13.463758422705308,38.94429934452995,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,408.0,18.0,20.0,2076.0,0.0,17.75467948419702,0.0,0.0,481.9545361995697,,,,,,,,,,,,,,,,,,,,,4.665687723590395,6.533353830400006,17.69674151601572,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,429.0,19.0,21.0,2097.0,0.0,29.79963524091955,0.0,0.0,484.25793266296387,,,,,,,,,,,,,,,,,,,,,12.897324245546724,9.95585997571333,29.587937719263877,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,471.0,20.0,42.0,2139.0,0.0,46.96790275865949,0.0,0.0,488.74366545677185,,,,,,,,,,,,,,,,,,,,,19.146767776798406,16.168206947087498,46.346853024355326,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,26.0,1.0,26.0,2165.0,0.0,27.862614175854215,0.0,0.0,571.3967366218567,,,,,,,,,,,,,,,,,,,,,13.332100916640254,8.558569738975887,27.571094169265937,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,52.0,2.0,26.0,2191.0,0.0,41.54733257743294,0.0,0.0,574.2845504283905,,,,,,,,,,,,,,,,,,,,,17.436164545689387,15.010401518631399,41.1763037304021,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,71.0,3.0,19.0,2210.0,0.0,21.760868950167154,0.0,0.0,576.4237966537476,,,,,,,,,,,,,,,,,,,,,10.556530292930686,7.748322307347258,21.60348023158441,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,97.0,4.0,26.0,2236.0,0.0,26.590367378472745,0.0,0.0,579.4103362560272,,,,,,,,,,,,,,,,,,,,,11.368095264224165,9.078150591376241,26.347465485107637,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,129.0,5.0,32.0,2268.0,0.0,44.4739999836913,0.0,0.0,582.6801669597626,,,,,,,,,,,,,,,,,,,,,22.134190181652684,13.390677196629902,43.85336878207381,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,147.0,6.0,18.0,2286.0,0.0,22.03473289756389,0.0,0.0,584.7726845741272,,,,,,,,,,,,,,,,,,,,,9.324081769711336,7.710367607093933,21.91069891283584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,170.0,7.0,23.0,2309.0,0.0,28.406925265017744,0.0,0.0,587.2078197002411,,,,,,,,,,,,,,,,,,,,,9.902295956456541,10.14862904813405,28.235615453310402,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,215.0,8.0,45.0,2354.0,0.0,61.77094930005796,0.0,0.0,592.1074278354645,,,,,,,,,,,,,,,,,,,,,24.785343775086094,20.49828909269528,60.77710225759203,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,238.0,9.0,23.0,2377.0,0.0,34.340098803016545,0.0,0.0,594.594847202301,,,,,,,,,,,,,,,,,,,,,14.742514674695625,12.148060052653042,34.06912514666675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,288.0,10.0,50.0,2427.0,0.0,77.2872782333637,0.0,0.0,600.0116090774536,,,,,,,,,,,,,,,,,,,,,30.917510969336913,22.96260930199834,75.89311301781945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,312.0,11.0,24.0,2451.0,0.0,34.77317990065957,0.0,0.0,602.6683104038239,,,,,,,,,,,,,,,,,,,,,17.75635698142006,11.56135783897351,34.41582456641376,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,336.0,12.0,24.0,2475.0,0.0,33.54310603887363,0.0,0.0,605.3402638435364,,,,,,,,,,,,,,,,,,,,,10.635884885391524,11.780778832318054,33.35452048807991,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,358.0,13.0,22.0,2497.0,0.0,19.97580252892808,0.0,0.0,607.7477037906647,,,,,,,,,,,,,,,,,,,,,7.9871959846140985,7.10796629781802,19.858602467720935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,385.0,14.0,27.0,2524.0,0.0,32.60537303117482,0.0,0.0,610.7116539478302,,,,,,,,,,,,,,,,,,,,,13.681232031611934,10.67944289517277,32.300548562898534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,411.0,15.0,26.0,2550.0,0.0,21.773728354786893,0.0,0.0,613.6238706111908,,,,,,,,,,,,,,,,,,,,,9.810488748406156,7.4618224833154025,21.56175760077227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,459.0,16.0,48.0,2598.0,0.0,87.77455345768689,0.0,0.0,618.9298205375671,,,,,,,,,,,,,,,,,,,,,40.33234165999548,27.251828681880415,86.01053611971038,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,504.0,17.0,45.0,2643.0,0.0,63.25792359832911,0.0,0.0,623.7813544273376,,,,,,,,,,,,,,,,,,,,,23.801457985959694,18.569922997876613,62.31141851457157,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,566.0,18.0,62.0,2705.0,0.0,72.23201441295276,0.0,0.0,630.1663446426392,,,,,,,,,,,,,,,,,,,,,39.31862810442071,21.379756656569693,69.93405765172444,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,596.0,19.0,30.0,2735.0,0.0,32.703300476324785,0.0,0.0,633.4331946372986,,,,,,,,,,,,,,,,,,,,,12.976406111618891,12.063656744946687,32.41014352452939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,652.0,20.0,56.0,2791.0,0.0,100.4118205360582,0.0,0.0,639.3137052059174,,,,,,,,,,,,,,,,,,,,,47.25461729951706,30.916887251026367,97.96138677945736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,51.0,1.0,51.0,2842.0,0.0,82.03172892690587,0.0,0.0,753.6582453250885,,,,,,,,,,,,,,,,,,,,,40.011763884275034,29.023341910029522,80.70763388435535,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,97.0,2.0,46.0,2888.0,0.0,81.90923068573859,0.0,0.0,758.481546163559,,,,,,,,,,,,,,,,,,,,,34.39744378587873,25.672477708164664,80.48784347068604,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,118.0,3.0,21.0,2909.0,0.0,25.04060368473087,0.0,0.0,760.7056128978729,,,,,,,,,,,,,,,,,,,,,11.584956494429033,8.139037637347926,24.84698872881676,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,143.0,4.0,25.0,2934.0,0.0,25.20517067297781,0.0,0.0,763.5975077152252,,,,,,,,,,,,,,,,,,,,,9.702815978701372,8.750166200838532,25.012600461833475,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,168.0,5.0,25.0,2959.0,0.0,27.005666955933272,0.0,0.0,766.2221956253052,,,,,,,,,,,,,,,,,,,,,9.412222943117053,9.702517012316328,26.82398252341965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,187.0,6.0,19.0,2978.0,0.0,22.34842097101305,0.0,0.0,768.3248074054718,,,,,,,,,,,,,,,,,,,,,11.281535031084138,7.746443730462495,22.1784064398958,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,212.0,7.0,25.0,3003.0,0.0,36.6154882389091,0.0,0.0,771.1275911331177,,,,,,,,,,,,,,,,,,,,,15.253618422785312,12.197287208720374,36.306724921457466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,235.0,8.0,23.0,3026.0,0.0,28.769571203246308,0.0,0.0,773.674177646637,,,,,,,,,,,,,,,,,,,,,13.005855941716607,9.91817607472402,28.527462914953816,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,287.0,9.0,52.0,3078.0,0.0,107.59243385207901,0.0,0.0,779.406007528305,,,,,,,,,,,,,,,,,,,,,49.122219008117106,33.34037124088713,105.24847015549778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,313.0,10.0,26.0,3104.0,0.0,34.37641552554147,0.0,0.0,782.2306535243988,,,,,,,,,,,,,,,,,,,,,14.072056511713122,12.242598431379871,34.078665308188,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,340.0,11.0,27.0,3131.0,0.0,37.750906809366654,0.0,0.0,785.0684702396393,,,,,,,,,,,,,,,,,,,,,14.92137419843797,12.995784833483942,37.4592972563454,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,372.0,12.0,32.0,3163.0,0.0,38.348818690026405,0.0,0.0,788.5050253868103,,,,,,,,,,,,,,,,,,,,,18.20057169664757,13.32340791498142,37.915841413967534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,395.0,13.0,23.0,3186.0,0.0,30.03269468535787,0.0,0.0,791.2258172035217,,,,,,,,,,,,,,,,,,,,,13.577262619923038,10.052739923758919,29.779947760673224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,437.0,14.0,42.0,3228.0,0.0,47.903273995320674,0.0,0.0,795.6813118457794,,,,,,,,,,,,,,,,,,,,,20.47817926236582,17.110678597574157,47.13741816521364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,459.0,15.0,22.0,3250.0,0.0,29.7151549631396,0.0,0.0,798.1283204555511,,,,,,,,,,,,,,,,,,,,,12.428000677672124,10.007494860476404,29.500710869258466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,484.0,16.0,25.0,3275.0,0.0,24.490803668888034,0.0,0.0,800.7547760009766,,,,,,,,,,,,,,,,,,,,,11.195657721683395,7.645558027531182,24.25940677999917,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,520.0,17.0,36.0,3311.0,0.0,49.957953939213596,0.0,0.0,804.4924068450928,,,,,,,,,,,,,,,,,,,,,15.252699730507349,16.19359803162914,49.50782288686622,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,553.0,18.0,33.0,3344.0,0.0,28.511377349744322,0.0,0.0,807.9481568336487,,,,,,,,,,,,,,,,,,,,,11.423740502596495,8.491283067548043,28.1907472168451,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,604.0,19.0,51.0,3395.0,0.0,60.04067168041313,0.0,0.0,813.1946187019348,,,,,,,,,,,,,,,,,,,,,30.456705973408408,18.74106032535576,58.66219232382604,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,626.0,20.0,22.0,3417.0,0.0,21.916227387981582,0.0,0.0,815.4911341667175,,,,,,,,,,,,,,,,,,,,,9.008041228420456,7.5271716769258905,21.761551823050606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,37.0,1.0,37.0,3454.0,0.0,58.09765837604813,0.0,0.0,919.7659864425659,,,,,,,,,,,,,,,,,,,,,26.273944565622283,20.52953223156521,57.46546838386025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,98.0,2.0,61.0,3515.0,0.0,108.33244549381463,0.0,0.0,925.9162955284119,,,,,,,,,,,,,,,,,,,,,50.88834911496702,30.74773868457656,105.43902881640558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,155.0,3.0,57.0,3572.0,0.0,86.44013121620895,0.0,0.0,931.8680963516235,,,,,,,,,,,,,,,,,,,,,39.534848858854794,28.038224597869576,84.35527101801921,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,191.0,4.0,36.0,3608.0,0.0,47.00307351934108,0.0,0.0,935.6654164791107,,,,,,,,,,,,,,,,,,,,,18.892784033420522,16.354772132108515,46.41571831504976,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,222.0,5.0,31.0,3639.0,0.0,29.720944521445496,0.0,0.0,938.8174619674683,,,,,,,,,,,,,,,,,,,,,10.758879554642824,10.647147675963316,29.53179218342212,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,241.0,6.0,19.0,3658.0,0.0,22.509598470780375,0.0,0.0,940.950306892395,,,,,,,,,,,,,,,,,,,,,9.659739839296082,7.740415616987379,22.37078260826768,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,264.0,7.0,23.0,3681.0,0.0,25.67326634060026,0.0,0.0,943.4393682479858,,,,,,,,,,,,,,,,,,,,,7.55139526741162,9.18447963576139,25.550660018827422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,289.0,8.0,25.0,3706.0,0.0,30.555702097828238,0.0,0.0,946.0720069408417,,,,,,,,,,,,,,,,,,,,,12.943678625656293,10.391981102473627,30.29266516986138,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,313.0,9.0,24.0,3730.0,0.0,44.11689391723402,0.0,0.0,948.5884966850281,,,,,,,,,,,,,,,,,,,,,19.171951264027143,14.93559167778502,43.744211766218044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,345.0,10.0,32.0,3762.0,0.0,51.85642473196842,0.0,0.0,952.2004196643829,,,,,,,,,,,,,,,,,,,,,20.813128341317437,17.401688774686477,51.29293921052814,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,366.0,11.0,21.0,3783.0,0.0,20.72424582241243,0.0,0.0,954.5133786201477,,,,,,,,,,,,,,,,,,,,,8.273846316467061,7.85313346838054,20.611269042698854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,411.0,12.0,45.0,3828.0,0.0,80.98986319621174,0.0,0.0,959.0713238716125,,,,,,,,,,,,,,,,,,,,,37.5544626516239,25.25035037598999,79.61590361029316,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,458.0,13.0,47.0,3875.0,0.0,56.57427426254161,0.0,0.0,963.8466730117798,,,,,,,,,,,,,,,,,,,,,25.763125933115912,20.2118936553064,55.63805076310045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,489.0,14.0,31.0,3906.0,0.0,25.637070305190477,0.0,0.0,967.2241103649139,,,,,,,,,,,,,,,,,,,,,10.526514186637666,9.87926213364048,25.43467664609332,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,508.0,15.0,19.0,3925.0,0.0,10.451103262507331,0.0,0.0,969.3995816707611,,,,,,,,,,,,,,,,,,,,,3.367913378015574,4.3069168485408085,10.42676243518881,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,541.0,16.0,33.0,3958.0,0.0,45.65837974383668,0.0,0.0,973.1292836666107,,,,,,,,,,,,,,,,,,,,,20.5239706622399,13.221397535855036,45.07118601282241,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,575.0,17.0,34.0,3992.0,0.0,50.06091234652439,0.0,0.0,976.7055904865265,,,,,,,,,,,,,,,,,,,,,21.485656429905337,16.813095406845267,49.47768670343549,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,618.0,18.0,43.0,4035.0,0.0,59.57670570423046,0.0,0.0,981.3463656902313,,,,,,,,,,,,,,,,,,,,,24.4897127348749,17.441090076630555,58.640871158075875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,641.0,19.0,23.0,4058.0,0.0,25.359497549490243,0.0,0.0,983.9407126903534,,,,,,,,,,,,,,,,,,,,,9.736782943870072,7.842903010963152,25.18589815218745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,668.0,20.0,27.0,4085.0,0.0,29.228743497014367,0.0,0.0,987.2261626720428,,,,,,,,,,,,,,,,,,,,,11.062019375365901,9.293982643118488,29.016032049949203,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,25.0,1.0,25.0,4110.0,0.0,26.170646620345178,0.0,0.0,1100.3671650886536,,,,,,,,,,,,,,,,,,,,,13.698938614918957,9.630580596076209,25.904811901144743,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,53.0,2.0,28.0,4138.0,0.0,38.32454625898773,0.0,0.0,1103.3138966560364,,,,,,,,,,,,,,,,,,,,,13.59378074097911,13.197853585329606,38.01992222276365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,72.0,3.0,19.0,4157.0,0.0,16.896240619871847,0.0,0.0,1105.526621580124,,,,,,,,,,,,,,,,,,,,,6.164562292653322,6.026487071586444,16.81272256872632,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,94.0,4.0,22.0,4179.0,0.0,27.998312346886948,0.0,0.0,1107.8359215259552,,,,,,,,,,,,,,,,,,,,,10.952921922978119,9.526793301493012,27.812946143923128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,118.0,5.0,24.0,4203.0,0.0,24.422078167769552,0.0,0.0,1110.363936662674,,,,,,,,,,,,,,,,,,,,,6.866708758622212,8.721272162404855,24.305864580859755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,138.0,6.0,20.0,4223.0,0.0,27.59002016050389,0.0,0.0,1112.6667416095734,,,,,,,,,,,,,,,,,,,,,12.206416404830383,9.235061887897468,27.40066576326805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,159.0,7.0,21.0,4244.0,0.0,23.18612083361878,0.0,0.0,1115.0150635242462,,,,,,,,,,,,,,,,,,,,,6.913530327512492,8.413377667294743,23.087087785223684,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,184.0,8.0,25.0,4269.0,0.0,29.647319332555693,0.0,0.0,1117.6348559856415,,,,,,,,,,,,,,,,,,,,,12.924594061288285,10.081182335888409,29.382940980042584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,374.0,9.0,190.0,4459.0,0.0,235.02334675524233,0.0,0.0,1136.3798160552979,,,,,,,,,,,,,,,,,,,,,97.12983398308907,61.84047230044038,217.00246622844583,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,422.0,10.0,48.0,4507.0,0.0,59.83592433168403,0.0,0.0,1141.3196890354156,,,,,,,,,,,,,,,,,,,,,18.738787704215405,19.35769357617447,59.054512492353965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,439.0,11.0,17.0,4524.0,0.0,21.55283394703816,0.0,0.0,1143.2522435188293,,,,,,,,,,,,,,,,,,,,,7.11642002247292,8.485022005624257,21.47478289766855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,484.0,12.0,45.0,4569.0,0.0,56.22344018985476,0.0,0.0,1148.0457909107208,,,,,,,,,,,,,,,,,,,,,21.68305983781033,18.195567814119396,55.358363866522495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,524.0,13.0,40.0,4609.0,0.0,48.95627132557993,0.0,0.0,1152.3433475494385,,,,,,,,,,,,,,,,,,,,,25.636217986228836,18.378028075446196,48.21540675918471,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,545.0,14.0,21.0,4630.0,0.0,41.375323096857905,0.0,0.0,1154.9654729366302,,,,,,,,,,,,,,,,,,,,,18.265232508131106,14.896180682887774,41.07385986004738,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,569.0,15.0,24.0,4654.0,0.0,22.913723600868536,0.0,0.0,1157.6328430175781,,,,,,,,,,,,,,,,,,,,,8.678692644770845,8.543863977041251,22.750914054589153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,625.0,16.0,56.0,4710.0,0.0,94.77573049308596,0.0,0.0,1163.3694734573364,,,,,,,,,,,,,,,,,,,,,36.847390708922646,27.8266518119587,92.89797967475602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,666.0,17.0,41.0,4751.0,0.0,76.91404267038715,0.0,0.0,1167.6055135726929,,,,,,,,,,,,,,,,,,,,,36.44615443914918,26.10644315091494,75.64546186222854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,718.0,18.0,52.0,4803.0,0.0,81.2863506143074,0.0,0.0,1173.291194677353,,,,,,,,,,,,,,,,,,,,,33.90732907031881,24.90893354954501,79.68245472965536,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,774.0,19.0,56.0,4859.0,0.0,86.98826476906136,0.0,0.0,1179.076009273529,,,,,,,,,,,,,,,,,,,,,41.67142874164222,26.217085922123623,84.82422839208515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,800.0,20.0,26.0,4885.0,0.0,19.956156659349176,0.0,0.0,1181.9172966480255,,,,,,,,,,,,,,,,,,,,,7.971043567522897,6.381839969672137,19.788466671469852,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,22.0,1.0,22.0,4907.0,0.0,30.223503406829966,0.0,0.0,1314.2938323020935,,,,,,,,,,,,,,,,,,,,,13.101998574455793,9.667256262854451,30.02424412686441,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,53.0,2.0,31.0,4938.0,0.0,49.111425904430824,0.0,0.0,1317.456523656845,,,,,,,,,,,,,,,,,,,,,22.05385605687468,16.277548732725755,48.57232968630994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,80.0,3.0,27.0,4965.0,0.0,41.27046543579273,0.0,0.0,1320.263105392456,,,,,,,,,,,,,,,,,,,,,23.06986822031396,13.351971139743265,40.72899625736273,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,105.0,4.0,25.0,4990.0,0.0,34.77790477765031,0.0,0.0,1323.0966393947601,,,,,,,,,,,,,,,,,,,,,16.168130723920648,11.672115601992056,34.44255217134281,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,141.0,5.0,36.0,5026.0,0.0,58.964889390455745,0.0,0.0,1326.918520450592,,,,,,,,,,,,,,,,,,,,,26.71925547409752,17.717841552411493,58.119176427065945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,163.0,6.0,22.0,5048.0,0.0,22.340327366634728,0.0,0.0,1329.2014195919037,,,,,,,,,,,,,,,,,,,,,9.18940296684903,8.06974168793911,22.18250332551175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
